date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:51	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:51%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_square/sprite.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_square/sprite.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:52	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:52%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_square/btnNext.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_square/btnNext.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:53	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:53%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_square/btnPrevious.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/light_square/btnPrevious.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:54	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:54%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/sprite.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/sprite.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:55	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:55%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/contentPatternTop.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/contentPatternTop.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:56	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:56%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/contentPatternLeft.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/contentPatternLeft.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:57	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:57%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/contentPatternRight.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/contentPatternRight.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:58	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:58%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/loader.gif	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/loader.gif	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:49:59	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:49:59%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/btnNext.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/btnNext.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
18:50:00	28696/28696	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Apr%202019%2016:50:00%20GMT	https://chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/btnPrevious.png	/home/turinglinux/Bureau/MatBot/WebHttp/Berns/chezberns.com/wp-content/themes/spoon/images/prettyPhoto/facebook/btnPrevious.png	(from https://chezberns.com/wp-content/themes/spoon/css/prettyphoto.css?ver=screen)
